id,createdAt,forum,gender,title,content,topics,commentCount,likeCount,content_clean
233008037,2020-02-03T10:04:12.031Z,運動,M,中部12強系際盃壘球賽,"由逢甲大學在2/22、2/23所主辦的這項盃賽
是否會延期呢？
畢竟貴校都宣布3/2才開學了
我想防疫優先的情況下
往後延會不會比較好呢？","['中部', '壘球', '逢甲大學']",5,2,由逢甲大學在所主辦的這項盃賽是否會延期呢畢竟貴校都宣布才開學了我想防疫優先的情況下往後延會不會比較好呢
233006962,2020-02-03T07:40:51.048Z,語言,F,自學德文,"大家好！
由於有上過學校的德文課
但感覺基礎沒有打很好ಥ_ಥ
所以想自己開始重新讀德文~
不過現在還覺得很迷茫因為德文好難不知道如何開始😭
我自己目前是想先大量背單字、讀文法
有了一定單字量後
開始讀簡單的文章或故事之類的

請問大家一開始自學德文時都是如何開始的呢？
可以給點建議嗎 謝謝🙇🙇","['德文', '自學', '第二外語']",6,4,大家好由於有上過學校的德文課但感覺基礎沒有打很好所以想自己開始重新讀德文不過現在還覺得很迷茫因為德文好難不知道如何開始我自己目前是想先大量背單字讀文法有了一定單字量後開始讀簡單的文章或故事之類的請問大家一開始自學德文時都是如何開始的呢可以給點建議嗎謝謝
233006492,2020-02-03T05:59:07.863Z,語言,F,領思 原Bulats 線上課程 合購,"最近要考:領思 (原Bulats)

線上課程可用90天，2800元
不知道有人是否有需要
願意合購~","['BULATS', 'linguaskill']",0,1,最近要考領思原線上課程可用天元不知道有人是否有需要願意合購
233004437,2020-02-02T17:16:44.897Z,語言,F,關於日文的小問題,"如題 這個問題真的很小
但對於我這個完全沒有日文基礎的我來說
真的有點困難
我想知道「希望」這個詞的日文
上網查有看到很多
但都不知道哪個意思是比較適合的
我想要的「希望」
是有希望之後可以找到很好的男朋友的那種希望
而不是我查到的「我想要......」

拜託各位大大幫我解答一下  我感激不盡🙇🏻‍♀️","['日文', '翻譯']",13,2,如題這個問題真的很小但對於我這個完全沒有日文基礎的我來說真的有點困難我想知道希望這個詞的日文上網查有看到很多但都不知道哪個意思是比較適合的我想要的希望是有希望之後可以找到很好的男朋友的那種希望而不是我查到的我想要拜託各位大大幫我解答一下我感激不盡
233004631,2020-02-02T17:49:09.917Z,語言,F,日文字,"最近在把之前學過的日文再從頭複習一次～
覺得字有點不好看
請問大家的日文字寫的怎麼樣可以讓我看一下嗎🥺
如發錯版請告訴我～會立馬刪除 謝謝🙏🏻
https://i.imgur.com/m83PiJX.jpg","['文字', '日語']",14,11,最近在把之前學過的日文再從頭複習一次覺得字有點不好看請問大家的日文字寫的怎麼樣可以讓我看一下嗎如發錯版請告訴我會立馬刪除謝謝
233012032,2020-02-03T22:22:19.643Z,語言,F,請問韓文這裡은的意思是什麼><,"今天在單字書裡面看到

單字：비고 備註
例句： 개선할 점이 있으면 은 비고 란에 기재해 주세요.
中翻：如果有需要改善的地方請寫在備註欄中。

想請問這句中的은是什麼意思（或什麼文法）謝謝><","['韓文', '翻譯', '韓語']",3,0,今天在單字書裡面看到單字備註例句中翻如果有需要改善的地方請寫在備註欄中想請問這句中的是什麼意思或什麼文法謝謝
233004411,2020-02-02T17:13:55.648Z,語言,M,tutorabc第一次買就撿到便宜。,我原本在網路上查價格覺得有夠他媽貴，一堂600。於是我直接跟業務說只能接受一堂課200。然後就用一堂201買了208堂。我484賺到了？https://i.imgur.com/uhd3R4t.jpg,"['英文', '自學']",3,3,我原本在網路上查價格覺得有夠他媽貴一堂於是我直接跟業務說只能接受一堂課然後就用一堂買了堂我賺到了
233012699,2020-02-04T03:16:44.246Z,語言,M,求高手翻譯,"https://i.imgur.com/Nq2FE4P.jpg


已經先去Google查過了 查不到祂的意思
想請問各位大概的意思
謝謝","['翻譯', '日語', '日文']",0,0,已經先去查過了查不到祂的意思想請問各位大概的意思謝謝
233008806,2020-02-03T11:59:32.188Z,語言,M,求高手翻譯,"https://i.imgur.com/IdWAWdF.jpg
這是阿公的遺作
阿公以前是受日本教育的
是他年輕寫的
有日語高手知道裡面的完整意涵嗎？
謝謝",['翻譯'],3,10,這是阿公的遺作阿公以前是受日本教育的是他年輕寫的有日語高手知道裡面的完整意涵嗎謝謝
233006814,2020-02-03T07:12:12.406Z,語言,F,🇩🇪想學德語嗎？來一起學習吧！,"有沒有住板橋或是住板橋附近的卡友捧油們~
你/妳想學德語嗎？還是有德語基礎卻因為時間/金錢等原因，而無法繼續學習呢？
好消息~
板橋社區大學有德語班喔！（不是業配，我只是希望可以開班成功才來宣傳的~）
*🇩🇪有3門不同類型的德語課程🇩🇪*
1️⃣🇩🇪德語初級（每週一晚上上課）
2️⃣🇩🇪德國哲學概論（每週二晚上上課）
3️⃣🇩🇪德語A1進階（每週四晚上上課）
👩‍🏫師資：留學德國博士八年，現在在大學授課
🔔堂數：16週，一週一堂，一堂課2小時半
⌚時間：p.m7:00~p.m9:30
❗報名截止至2/27（四）止❗
❗滿16人才能順利開班❗

🏫板橋社區大學（忠孝國中）
📞電話：（02）2951-6166轉10
📍地址：新北市板橋區成都街30號
🌐網站：http://pccu.org.tw/
💰費用：3200（新生會要加收200元報名費還有保險費100，要以社大為主，可以打電話詢問）

‼️開班後的2週為試聽週，如果有朋友想嘗試也可以先試聽後報名，但前提是要有順利開班喔！‼️
📝有興趣的捧油們可以來報名喔！
有問題可以留言，我會盡量回答~
我真的沒有業配，沒有廣告社大，真的只是希望可以順利開班~
這三門課，我都有報名~歡迎你/妳成為我的同學哦！
僅分享資訊給各位狄卡捧油們！
小女子在此一鞠躬🙇🙇🙇
感謝🙏🙏
https://i.imgur.com/JidOKw1.jpg
https://i.imgur.com/hJuMYiA.jpg
https://i.imgur.com/l70sm2X.jpg
https://i.imgur.com/ZGNkbnR.jpg
https://i.imgur.com/GigtfRx.jpg
https://i.imgur.com/OSTnlWH.jpg
‼️這些是報名事項和課程表‼️




by Nima","['德語', '學習', '語言', '德文']",2,6,有沒有住板橋或是住板橋附近的卡友捧油們你妳想學德語嗎還是有德語基礎卻因為時間金錢等原因而無法繼續學習呢好消息板橋社區大學有德語班喔不是業配我只是希望可以開班成功才來宣傳的有門不同類型的德語課程德語初級每週一晚上上課德國哲學概論每週二晚上上課德語進階每週四晚上上課師資留學德國博士八年現在在大學授課堂數週一週一堂一堂課小時半時間報名截止至四止滿人才能順利開班板橋社區大學忠孝國中電話轉地址新北市板橋區成都街號網站費用新生會要加收元報名費還有保險費要以社大為主可以打電話詢問開班後的週為試聽週如果有朋友想嘗試也可以先試聽後報名但前提是要有順利開班喔有興趣的捧油們可以來報名喔有問題可以留言我會盡量回答我真的沒有業配沒有廣告社大真的只是希望可以順利開班這三門課我都有報名歡迎你妳成為我的同學哦僅分享資訊給各位狄卡捧油們小女子在此一鞠躬感謝這些是報名事項和課程表
233006448,2020-02-03T05:48:51.162Z,語言,F,國學多益閱讀實戰答案在哪兒？？,"https://megapx-assets.dcard.tw/images/01b2aa24-0010-4f9b-8e3e-fe1d956cd2d7/1280.jpeg
國學多益閱讀實戰答案在哪兒？？找不到答案，謝謝🙏🙏","['多益', '答案', 'TOEIC']",4,1,國學多益閱讀實戰答案在哪兒找不到答案謝謝
233005927,2020-02-03T03:50:16.544Z,語言,M,求解：英文問句的翻譯以及意思,"小弟自從大一之後就再也沒有讀過英文了，剛剛心血來潮看了不知道什麼時候買的英文閱讀題本，結果發現連題目都快看不懂了嗚嗚

https://i.imgur.com/CZmOQ9H.jpg

我對問題3的那句不是很了解，我姑且把What is the next to last paragraph mainly about?翻譯成「最後一段的主要內容是什麼？」不知道對不對?以及這個句子是否可以替換成What is the main idea of the next to last paragraph?最後則是想要請問為什麼句子裡有next to ，它的意思是什麼?","['英文', '英語', '自學', '語言']",2,1,小弟自從大一之後就再也沒有讀過英文了剛剛心血來潮看了不知道什麼時候買的英文閱讀題本結果發現連題目都快看不懂了嗚嗚我對問題的那句不是很了解我姑且把翻譯成最後一段的主要內容是什麼不知道對不對以及這個句子是否可以替換成最後則是想要請問為什麼句子裡有它的意思是什麼
233004316,2020-02-02T17:01:15.759Z,語言,F,IG英文筆記-新開幕,"Hi大家好，我是Tung
要與大家分享的是我新創一個IG英文筆記
裡面會分享我每天所讀的英文內容
內容都會是我自己隨手做的小筆記(隨性記那種
我會將每次難度用顏色與星星區分
讓不同程度的學習者可以更快速的理解
因為是每天讀的英文內容
所以IG會每天更新~~

我2020目標是希望今年12月能考取金色多益
可以追蹤看我走向成功或失敗的血淚（！

總之，這個英文筆記剛剛起步，歡迎大家追蹤
也希望我每天讀英文的決心
也能鼓勵到你一起學英文，一起進步😆

IG名稱：tung_englishnote

https://instagram.com/tung_englishnote?igshid=1pzjp2in2yard

第一次發文，如有不妥請告知，謝謝🙏","['英文', '筆記']",8,7,大家好我是要與大家分享的是我新創一個英文筆記裡面會分享我每天所讀的英文內容內容都會是我自己隨手做的小筆記隨性記那種我會將每次難度用顏色與星星區分讓不同程度的學習者可以更快速的理解因為是每天讀的英文內容所以會每天更新我目標是希望今年月能考取金色多益可以追蹤看我走向成功或失敗的血淚總之這個英文筆記剛剛起步歡迎大家追蹤也希望我每天讀英文的決心也能鼓勵到你一起學英文一起進步名稱第一次發文如有不妥請告知謝謝
233006716,2020-02-03T06:49:17.177Z,語言,F,大家願意花多少錢會一門語言？,"隨便聊聊～正義魔人左轉～

如果可以讓你有任何一門語言無痛有B1的程度
你願意花多少錢來買XD
我大概願意花 五萬塊來買一門
是不是太便宜了!?! 哈哈哈

Ex.語言/價錢/程度

我的話

韓語/5萬/韓檢六級
義大利語/4萬/B1程度

要講自己真的可以負擔的$$$哦
不然偶也可以說我願意花兩百萬買一門 可偶付不出來ㄏㄏ","['語言', '第二外語']",9,6,隨便聊聊正義魔人左轉如果可以讓你有任何一門語言無痛有的程度你願意花多少錢來買我大概願意花五萬塊來買一門是不是太便宜了哈哈哈語言價錢程度我的話韓語萬韓檢六級義大利語萬程度要講自己真的可以負擔的哦不然偶也可以說我願意花兩百萬買一門可偶付不出來
233012754,2020-02-04T03:29:07.161Z,語言,M,10位全英語的健身YouTube 頻道,"很多健身的人會看有中文字幕的 fitting room tw 或是 kosmofit ，或是中英參半的 kobra
不過
我今天想分享的都是全英語的
是的，連中文字幕都沒有才叫全英語
你可能會覺得，光要認識器材、動作的中文就要費一番工夫了
哪有可能聽得懂英文

先別這麼說
比如我一開始健身時下載的應用程式就是英文的
所以我認識每個部位的每個動作都是英語
之後有次有人問我，你平常練胸都做什麼動作
我思考良久......因為我只知道英文的動作名稱
這個例子有點不健康
只記得英文不知道自己的母語
我想表達的是
一個事物你接觸久了
它就會自然而然內化到你深深的腦海裡
就像英文的聽說讀寫
你愈常使用就會愈熟練
到最後，你也不需要把別人講的英文在腦海翻譯成中文，再把自己的想法翻成英文
而是可以直接以英文思考
再者，要能以英文思考，你需要英文用語的多方涉獵
話至此，你敢不敢嘗試全英文的健身頻道？
激勵自己向上成長吧

以下會按照 YouTubers 的口音清晰度排序
愈上面的愈清晰
（註：並不是每個英文母語者都會像哈利波特一樣說話清晰分明
比如東倫敦人的腔調，臺灣人就會很難理解）

1 Alex Crockford
https://youtu.be/xfDF0EHM4Jk

2 Body project 
https://youtu.be/gC_L9qAHVJ8

3 Mike Thurston 
https://youtu.be/vQVl4b-HHfY

4 the lean machines
https://youtu.be/zeVsxIqle_4

5 Matt does Fitness
https://youtu.be/mWtKKXx-WK8
說實話，我是為了看他可愛純真的兒子 Luca才看的

6 Marino Katsouri
https://youtu.be/pe78-sUTur8

7 Ryan J Terry
https://youtu.be/pJXSJNE4Zg0

8 TeamRICHEY 
https://youtu.be/7EKmx-xUzUo

9 Simeon Panda
https://youtu.be/-0eYiItN2D8

10 Ross Edgley
https://youtu.be/y4PIGhetjvY
Edgley的影片是非教學性的，算是訓練紀錄

附贈：
2個非個人YouTuber 的頻道

11 Men's Health UK
https://youtu.be/Ci44M4B5wz4
它不只是一個健身頻道
而是男性的健康頻道
推廣健康的生活方式

12 British GQ
https://youtu.be/nToxCj-QA7E
當然啦 健身只是GQ 的一個部分不是主要的
但是它的畫面品質很高
有不少不錯的示範影片

我沒有10個YouTubers 都常看
通常是當我想到需要什麼動作的示範時會上YouTube找
找一個你聽得懂的，說話清晰的
我會建議你從Alex Crockford 跟 Body Project 開始嘗試

以下附上一些關鍵字，幫助剛開始看全英語影片的你找到符合你需求的影片

初學者從0開始：workout beginner
中等難度動作：intermediate 
進階難度：advanced
減脂： fat burning
健身餐：workout diet
生活作息：morning routine / daily routines 
基本動作的英文
引體向上 chin up
伏地挺身 press up
仰臥起坐 sit up

我不知道這篇應該放在語言還是健身版
是要讓平常會瀏覽健身版的人開始看全英語
還是讓平常有瀏覽語言版的人開始培養新的生活習慣
...我就先放在語言版了

歪踢頻道推薦系列：
https://www.dcard.tw/f/language/p/232766640?ref=android
https://www.dcard.tw/f/language/p/233009544?ref=android

你可能會喜歡：
https://www.dcard.tw/f/language/p/232770071 
 https://www.dcard.tw/f/language/p/232777331 
 https://www.dcard.tw/f/language/p/232781578 
https://www.dcard.tw/f/language/p/232873355?ref=android
https://www.dcard.tw/f/language/p/232903950?ref=android
 https://www.dcard.tw/f/language/p/232793458 
 https://www.dcard.tw/f/language/p/232825740","['頻道', '英語', '英文', 'YouTuber', '健身']",0,0,很多健身的人會看有中文字幕的或是或是中英參半的不過我今天想分享的都是全英語的是的連中文字幕都沒有才叫全英語你可能會覺得光要認識器材動作的中文就要費一番工夫了哪有可能聽得懂英文先別這麼說比如我一開始健身時下載的應用程式就是英文的所以我認識每個部位的每個動作都是英語之後有次有人問我你平常練胸都做什麼動作我思考良久因為我只知道英文的動作名稱這個例子有點不健康只記得英文不知道自己的母語我想表達的是一個事物你接觸久了它就會自然而然內化到你深深的腦海裡就像英文的聽說讀寫你愈常使用就會愈熟練到最後你也不需要把別人講的英文在腦海翻譯成中文再把自己的想法翻成英文而是可以直接以英文思考再者要能以英文思考你需要英文用語的多方涉獵話至此你敢不敢嘗試全英文的健身頻道激勵自己向上成長吧以下會按照的口音清晰度排序愈上面的愈清晰註並不是每個英文母語者都會像哈利波特一樣說話清晰分明比如東倫敦人的腔調臺灣人就會很難理解說實話我是為了看他可愛純真的兒子才看的的影片是非教學性的算是訓練紀錄附贈個非個人的頻道它不只是一個健身頻道而是男性的健康頻道推廣健康的生活方式當然啦健身只是的一個部分不是主要的但是它的畫面品質很高有不少不錯的示範影片我沒有個都常看通常是當我想到需要什麼動作的示範時會上找找一個你聽得懂的說話清晰的我會建議你從跟開始嘗試以下附上一些關鍵字幫助剛開始看全英語影片的你找到符合你需求的影片初學者從開始中等難度動作進階難度減脂健身餐生活作息基本動作的英文引體向上伏地挺身仰臥起坐我不知道這篇應該放在語言還是健身版是要讓平常會瀏覽健身版的人開始看全英語還是讓平常有瀏覽語言版的人開始培養新的生活習慣我就先放在語言版了歪踢頻道推薦系列你可能會喜歡
233009544,2020-02-03T13:49:48.385Z,語言,M,全英語教學的10位 youtubers,"以下的頻道會附上英語老師所使用的口音
主要是2種
1 標準英語 RP (received pronunciation) 
2 河口英語 estuary 

河口英語是英國媒體使用的主流
標準英語RP 則是公認的英語標準音
至於你該學河口還是RP？
隨在汝，歡喜就好。

1 papa teach me English ︳Aly Williams
https://youtu.be/LxWeWbrzqA8
口音：河口+RP
風格：喜感十足、長得也喜感、幽默、搞笑
特點：搭配情境白板插畫、角色模仿、搞笑
適合習慣看娛樂頻道的人
從小時候就開始看他的頻道

2 ETJ English | Elliot Giles
https://youtu.be/ZeBgVZEoBYc
口音：RP
風格：斯文、認真型
特點：發音、表達、溝通、雅思訓練
我會推薦男生們如果你要選一個人的口音模仿，我會推薦你他的口音，沉穩而紳士

3 Learn English with Gill | Gill
https://youtu.be/oDGCCJRZU7I
口音：RP
風格：溫柔細心
特點：語速慢，適合剛開始嘗試全英語的人
她是一個很可愛的阿嬤

4 learn British English Free | Chris Workman
https://youtu.be/D7GSDxQmCfc
口音：RP
風格：平實、有點不修邊幅
特點：發音標準
想學跟武漢肺炎相關的英文
可以輸入他的頻道名稱+coronavirus

5 Pronunciation with Emma | Emma W. 
https://youtu.be/lMb7IF356OE
口音：放鬆版的 RP
風格：活潑
特點：專注在發音咬字教學、雅思相關也有

6 Real English Real Teacher | Harry Gyles & Charlie Baxter
https://youtu.be/DU3UrrtAYts
口音：河口
風格：一搭一唱哥倆好
特點：街訪、雅思準備、片語教學等等

7 Eat Sleep Dream English | Tom Rees
https://youtu.be/57FDqlXpE24
口音：河口
風格：永遠都精力充沛的快樂
特點：電影口音分析、生活分享
我當初會知道他好像是因為他跟Papa teach me 的 Aly 是好朋友

8 To fluency | Jack Askew
https://youtu.be/N0gZFvpxNhQ
口音：河口
風格：有趣
特點：錯誤分析、英美用語比較
後者是很常見的主題，不過 Askew 做這個主題的頻率較高

9 Learn English with Benjamin | Benjamin
https://youtu.be/76BmEOCV6k4
口音：河口+RP
風格：認真教學型
特點：他出了一篇新的影片叫：
給 “中文母語者的英語學習技巧”
強烈建議你去看這部，他真的點出了很多中文母語者會有的困惑或盲點

10 English Jade | Jade Joddell
https://youtu.be/Oz_9PMI8U0Y
口音：河口+RP
風格：「很」認真教學
特點：系統型、語速不快
她小時候被診斷有語言表達障礙
想說話卻說不出來
但是他持續努力，誰知道呢，有一天她成為了英語老師
我想以Jade 的例子來告訴你
不要認定自己學不來 做不來 瘦不下來
在絕境裡的人努力地爬向出口的光明
你呢
每個人都有各自的缺陷 (flaws)，但我們可以接納這些缺陷 (flawsome)，努力成為一個努力而美好(awesome) 的人
祝福你

歪踢頻道推薦系列：
https://www.dcard.tw/f/language/p/232766640?ref=android
https://www.dcard.tw/f/language/p/233012754?ref=android

你可能會喜歡：
https://www.dcard.tw/f/language/p/232770071 
 https://www.dcard.tw/f/language/p/232777331 
 https://www.dcard.tw/f/language/p/232781578 
https://www.dcard.tw/f/language/p/232873355?ref=android
https://www.dcard.tw/f/language/p/232903950?ref=android
 https://www.dcard.tw/f/language/p/232793458 
 https://www.dcard.tw/f/language/p/232825740","['英語教學', '英文', '英語', 'YouTuber', '雅思']",2,51,以下的頻道會附上英語老師所使用的口音主要是種標準英語河口英語河口英語是英國媒體使用的主流標準英語則是公認的英語標準音至於你該學河口還是隨在汝歡喜就好口音河口風格喜感十足長得也喜感幽默搞笑特點搭配情境白板插畫角色模仿搞笑適合習慣看娛樂頻道的人從小時候就開始看他的頻道口音風格斯文認真型特點發音表達溝通雅思訓練我會推薦男生們如果你要選一個人的口音模仿我會推薦你他的口音沉穩而紳士口音風格溫柔細心特點語速慢適合剛開始嘗試全英語的人她是一個很可愛的阿嬤口音風格平實有點不修邊幅特點發音標準想學跟武漢肺炎相關的英文可以輸入他的頻道名稱口音放鬆版的風格活潑特點專注在發音咬字教學雅思相關也有口音河口風格一搭一唱哥倆好特點街訪雅思準備片語教學等等口音河口風格永遠都精力充沛的快樂特點電影口音分析生活分享我當初會知道他好像是因為他跟的是好朋友口音河口風格有趣特點錯誤分析英美用語比較後者是很常見的主題不過做這個主題的頻率較高口音河口風格認真教學型特點他出了一篇新的影片叫給中文母語者的英語學習技巧強烈建議你去看這部他真的點出了很多中文母語者會有的困惑或盲點口音河口風格很認真教學特點系統型語速不快她小時候被診斷有語言表達障礙想說話卻說不出來但是他持續努力誰知道呢有一天她成為了英語老師我想以的例子來告訴你不要認定自己學不來做不來瘦不下來在絕境裡的人努力地爬向出口的光明你呢每個人都有各自的缺陷但我們可以接納這些缺陷努力成為一個努力而美好的人祝福你歪踢頻道推薦系列你可能會喜歡
233012559,2020-02-04T02:48:41.890Z,語言,F,徘徊在交叉路口＃help,"請各位給我一些建議!! Thank you
背景
　我是去年９月的大一新生，就讀應外系
　高中是讀高職部的應英科
　我的數學不好，高中部的自然也沒接觸過，國中理化方面就不好了
困擾
　現在在猶豫要雙主修還是交換學生（當然都不一定有機會，但想找一個目標衝）
　目前雙主修的考慮是－－語聽系的語言組
　我的分數是可以達到參加的標準，只是還要跟別系比分數　名額：１名
　交換學生的考慮目前應該是日本的學校（我們學校跟兩間合作）
   (沒有選美國的學校是因為那一間要先修經濟、會計、統計這些...)
　必須要考到日檢Ｎ2，我日文算是初學者　　名額：一校大概１－２名
想知道
   1.我這種背景的人能不能唸語聽系
        我有看過課表知道跟數學比較有關的科目有統計學，但如上所說我高中沒有接觸過高中部的自然方面，所以想知道我這樣能唸得起來嗎？
   2.語聽系的課程會用到甚麼方面的基礎嗎？
   3.到國外當交換學生真的語言會進步嗎？
在猶豫要學別的領域的還是搞好自己本科的... ...
真的想了很久qq希望耐心看完的各位可以給我一些建議 謝謝!!!!","['英文', '日文', '交換學生', '雙主修', '語聽']",0,2,請各位給我一些建議背景我是去年月的大一新生就讀應外系高中是讀高職部的應英科我的數學不好高中部的自然也沒接觸過國中理化方面就不好了困擾現在在猶豫要雙主修還是交換學生當然都不一定有機會但想找一個目標衝目前雙主修的考慮是語聽系的語言組我的分數是可以達到參加的標準只是還要跟別系比分數名額名交換學生的考慮目前應該是日本的學校我們學校跟兩間合作沒有選美國的學校是因為那一間要先修經濟會計統計這些必須要考到日檢我日文算是初學者名額一校大概名想知道我這種背景的人能不能唸語聽系我有看過課表知道跟數學比較有關的科目有統計學但如上所說我高中沒有接觸過高中部的自然方面所以想知道我這樣能唸得起來嗎語聽系的課程會用到甚麼方面的基礎嗎到國外當交換學生真的語言會進步嗎在猶豫要學別的領域的還是搞好自己本科的真的想了很久希望耐心看完的各位可以給我一些建議謝謝
232989466,2020-01-31T09:09:58.130Z,遊戲,D,＃公告 2020年2月遊戲板活動連結集中討論區,"各位板友好，近期發現有大量活動連結充斥在版面，造成其他使用者瀏覽上的不便，為避免洗板情形與考量大家需求，請將遊戲相關活動連結集中於此篇，並且每月皆會置頂一篇新的文章，規則如下：
1. 遊戲連結都只能在「遊戲板置頂集中串文章」底下留言，發在其他文章、留言都會視為廣告刪文並停權
2. 在其他看板張貼遊戲邀請連結也是違規的
3. 多次違規累犯將加重停權天數
4. 非官方置頂遊戲活動連結討論串文章，將會刪文處理，請特別注意

底下留言參考範例👉
標題：00遊戲
連結或序號：12345
說明：點擊此序號，可互助提升戰鬥力

感謝大家配合，也祝福大家在遊戲中都戰力滿點💪",['遊戲板'],1,2,各位板友好近期發現有大量活動連結充斥在版面造成其他使用者瀏覽上的不便為避免洗板情形與考量大家需求請將遊戲相關活動連結集中於此篇並且每月皆會置頂一篇新的文章規則如下遊戲連結都只能在遊戲板置頂集中串文章底下留言發在其他文章留言都會視為廣告刪文並停權在其他看板張貼遊戲邀請連結也是違規的多次違規累犯將加重停權天數非官方置頂遊戲活動連結討論串文章將會刪文處理請特別注意底下留言參考範例標題遊戲連結或序號說明點擊此序號可互助提升戰鬥力感謝大家配合也祝福大家在遊戲中都戰力滿點
233012491,2020-02-04T02:34:26.792Z,遊戲,M,garena帳號出售,"有人有經驗嗎
包含更改個資之類的","['帳號', '遊戲', 'LOL', '英雄聯盟']",0,0,有人有經驗嗎包含更改個資之類的
233010643,2020-02-03T16:00:36.191Z,遊戲,M,神魔,"為什麼我的馬修不能潛解😭
好奇怪哦～
https://i.imgur.com/bNFvjW3.jpg","['神魔', '手遊']",1,1,為什麼我的馬修不能潛解好奇怪哦
233004417,2020-02-02T17:14:34.346Z,遊戲,F,Call of duty 決勝時刻M 虛寶分享,"沒在玩 但莫名get到虛寶序號😂
https://i.imgur.com/yIl5ArX.jpg
希望領走的人能說一聲~
以免重複認領~",['序號'],1,1,沒在玩但莫名到虛寶序號希望領走的人能說一聲以免重複認領
233005528,2020-02-03T02:01:45.019Z,遊戲,F,小時候的回憶-曙光2online,"（文稍長）
曙光2是我人生第一個玩ㄉ電腦遊戲（歲月啊 QQ
當初會接觸是因為看到哥哥在玩後一起加入ㄉ (´･_･`)
他在2018ㄉ暑假公布要關閉 
那時候有很多老玩家都跑回來
看到本來空蕩蕩ㄉ朝陽城瞬間熱鬧起來
心中真的是有種說不出來ㄉ感動啊 QQQQ

現在已經2年過去ㄌ
前幾天突然和老哥聊到 害我又懷念起來 QQQQ
想當年古靈塔ㄉbug 一堆人開著角色狂刷
當然我也是爆刷ㄉ其中一個 科科科科科


https://megapx-assets.dcard.tw/images/0a14c9f9-bb48-4271-a76f-5f6ec579f18e/full.jpeg
https://megapx-assets.dcard.tw/images/738a9809-71fb-45da-9af6-4d9b685d3cc9/full.jpeg
https://megapx-assets.dcard.tw/images/126d0d1b-4edf-4343-a6c5-06c062eec8db/full.jpeg
還有滿滿ㄉbug點 風景超美ㄉ (⁎⁍̴̛ᴗ⁍̴̛⁎)

https://megapx-assets.dcard.tw/images/90c99ed4-bef8-4f88-b0bb-4f38b15d9f83/full.jpeg
趁剛好很多人ㄉ時候cue過來做動作～

https://megapx-assets.dcard.tw/images/4115af7b-eefd-4f50-8d5b-3af848316e8c/full.jpeg
https://megapx-assets.dcard.tw/images/3761ad4d-7299-412e-8df3-cee1c4092ced/full.jpeg
https://megapx-assets.dcard.tw/images/1d11cd55-6fb8-4423-8991-46ae81c4768e/full.jpeg
然後是要關機ㄉ當天現身的GM  (´･Д･)
我看youtube別的伺服器GM有開怪讓大家打
但是我們ㄉ只有跟我們聊一句然後就消失ㄌ（偏心！

https://megapx-assets.dcard.tw/images/03ec0ccb-2270-46b1-ab11-d94180c5ddfc/full.jpeg
https://megapx-assets.dcard.tw/images/da5a86d2-1319-443b-94f3-2a4bf91d1e12/full.jpeg
翻這些相片我ㄉ回憶都從腦中慢慢浮現 QQQ
原本期望老玩家們可以回鍋 重新熱鬧起來
結果等來的卻是要關閉ㄉ消息
嗚嗚嗚嗚嗚嗚 真的好難過 超心酸ㄉ QQQQ

不知道這裡有沒有老玩家ㄋ (⁎⁍̴̛ᴗ⁍̴̛⁎)","['曙光2', '懷舊遊戲']",3,7,文稍長曙光是我人生第一個玩電腦遊戲歲月啊當初會接觸是因為看到哥哥在玩後一起加入他在暑假公布要關閉那時候有很多老玩家都跑回來看到本來空蕩蕩朝陽城瞬間熱鬧起來心中真的是有種說不出來感動啊現在已經年過去前幾天突然和老哥聊到害我又懷念起來想當年古靈塔一堆人開著角色狂刷當然我也是爆刷其中一個科科科科科還有滿滿點風景超美趁剛好很多人時候過來做動作然後是要關機當天現身的我看別的伺服器有開怪讓大家打但是我們只有跟我們聊一句然後就消失偏心翻這些相片我回憶都從腦中慢慢浮現原本期望老玩家們可以回鍋重新熱鬧起來結果等來的卻是要關閉消息嗚嗚嗚嗚嗚嗚真的好難過超心酸不知道這裡有沒有老玩家
233009977,2020-02-03T14:44:56.195Z,遊戲,F,Cytus II 最近新增的capso、初音角色特價ㄌ！,"不知道版上玩cytusㄉ人有沒有變多～
最近初音終於被我等到特價 真ㄉ超可愛💞
還有新開放的capso裡面居然有skin🥺

在衝動購物課金之前冷靜了下來
邊玩邊在想
這款遊戲是不是變雷亞的主力發財聚寶盆

喜歡的東西花錢買是無所謂
不過劇情更新間隔時間有點長、角色也越來越多個故事跟著越來越複雜
雖然很期待更新新角sagar&rin 
但前面劇情發生了啥其實也忘得差不多ㄌ⋯
感覺一直擠牙膏qq
一次一點點一次斂一點💸","['CytusII', 'Cytus2', 'cytus', '初音', '手遊']",0,1,不知道版上玩人有沒有變多最近初音終於被我等到特價真超可愛還有新開放的裡面居然有在衝動購物課金之前冷靜了下來邊玩邊在想這款遊戲是不是變雷亞的主力發財聚寶盆喜歡的東西花錢買是無所謂不過劇情更新間隔時間有點長角色也越來越多個故事跟著越來越複雜雖然很期待更新新角但前面劇情發生了啥其實也忘得差不多感覺一直擠牙膏一次一點點一次斂一點
